customer_id,signup_date,city,acquisition_channel
CUST031379,12/27/2024,Delhi,Organic
CUST031381,4/23/2025,Bengaluru,Referral
CUST031382,5/1/2025,Chennai,Organic
CUST031385,3/8/2025,Delhi,Social
CUST031391,4/10/2025,Delhi,Referral
CUST031392,5/22/2025,Delhi,Social
CUST031393,1/6/2025,Mumbai,Paid
CUST031394,3/25/2025,Bengaluru,Paid
CUST031396,1/25/2025,Kolkata,Organic
CUST031398,1/14/2025,Bengaluru,Paid
CUST031400,4/27/2025,Chennai,Organic
CUST031404,4/24/2025,Bengaluru,Organic
CUST031406,2/17/2025,Delhi,Paid
CUST031408,12/26/2024,Mumbai,Organic
CUST031409,2/11/2025,Mumbai,Organic
CUST031410,3/4/2025,Bengaluru,Organic
CUST031413,2/5/2025,Bengaluru,Paid
CUST031414,12/20/2024,Bengaluru,Referral
CUST031415,5/26/2025,Pune,Organic
CUST031417,12/31/2024,Delhi,Organic
CUST031419,6/6/2025,Ahmedabad,Paid
CUST031420,6/24/2025,Hyderabad,Paid
CUST031423,4/19/2025,Delhi,Organic
CUST031424,8/26/2025,Chennai,Organic
CUST031426,12/10/2024,Delhi,Organic
CUST031427,6/15/2025,Mumbai,Paid
CUST031428,12/24/2024,Mumbai,Organic
CUST031430,3/12/2025,Chennai,Referral
CUST031431,1/31/2025,Chennai,Paid
CUST031433,3/25/2025,Pune,Organic
CUST031434,1/15/2025,Bengaluru,Paid
CUST031436,6/28/2025,Mumbai,Paid
CUST031439,5/28/2025,Mumbai,Organic
CUST031441,4/30/2025,Delhi,Organic
CUST031442,12/3/2024,Mumbai,Social
CUST031443,5/5/2025,Kolkata,Referral
CUST031444,4/6/2025,Mumbai,Social
CUST031446,11/28/2024,Bengaluru,Organic
CUST031447,4/19/2025,Mumbai,Organic
CUST031449,2/6/2025,Bengaluru,Organic
CUST031450,12/9/2024,Mumbai,Organic
CUST031454,5/6/2025,Bengaluru,Paid
CUST031458,12/15/2024,Bengaluru,Social
CUST031459,2/2/2025,Mumbai,Organic
CUST031460,9/9/2025,Mumbai,Organic
CUST031461,6/19/2025,Delhi,Social
CUST031463,3/19/2025,Delhi,Social
CUST031466,4/5/2025,Bengaluru,Organic
CUST031467,1/30/2025,Pune,Organic
CUST031470,3/5/2025,Mumbai,Organic
CUST031471,1/19/2025,Chennai,Referral
CUST031472,3/23/2025,Bengaluru,Organic
CUST031476,5/25/2025,Ahmedabad,Paid
CUST031479,2/28/2025,Bengaluru,Social
CUST031482,4/29/2025,Pune,Referral
CUST031483,1/18/2025,Pune,Paid
CUST031484,1/30/2025,Chennai,Organic
CUST031485,1/12/2025,Delhi,Organic
CUST031487,3/18/2025,Delhi,Referral
CUST031488,11/26/2024,Chennai,Social
CUST031491,1/2/2025,Delhi,Organic
CUST031493,3/1/2025,Bengaluru,Referral
CUST031494,9/21/2025,Ahmedabad,Referral
CUST031495,12/12/2024,Bengaluru,Organic
CUST031501,11/23/2024,Ahmedabad,Paid
CUST031503,8/7/2025,Delhi,Organic
CUST031505,3/15/2025,Kolkata,Organic
CUST031506,2/13/2025,Mumbai,Organic
CUST031509,8/8/2025,Mumbai,Paid
CUST031510,4/24/2025,Mumbai,Referral
CUST031511,4/17/2025,Mumbai,Organic
CUST031512,4/16/2025,Bengaluru,Organic
CUST031514,3/26/2025,Mumbai,Referral
CUST031516,7/22/2025,Bengaluru,Paid
CUST031517,5/22/2025,Delhi,Referral
CUST031519,1/5/2025,Bengaluru,Organic
CUST031520,6/24/2025,Delhi,Paid
CUST031521,1/3/2025,Chennai,Referral
CUST031522,2/12/2025,Delhi,Referral
CUST031523,1/7/2025,Kolkata,Referral
CUST031524,4/9/2025,Pune,Organic
CUST031531,4/3/2025,Mumbai,Organic
CUST031533,2/25/2025,Delhi,Referral
CUST031534,2/16/2025,Ahmedabad,Referral
CUST031535,12/30/2024,Delhi,Organic
CUST031536,2/25/2025,Chennai,Referral
CUST031537,1/15/2025,Kolkata,Social
CUST031538,7/19/2025,Bengaluru,Paid
CUST031540,4/10/2025,Chennai,Paid
CUST031541,8/31/2025,Bengaluru,Paid
CUST031542,2/12/2025,Bengaluru,Referral
CUST031545,2/24/2025,Bengaluru,Organic
CUST031546,2/5/2025,Kolkata,Organic
CUST031547,4/13/2025,Ahmedabad,Paid
CUST031550,2/3/2025,Kolkata,Organic
CUST031551,2/25/2025,Mumbai,Organic
CUST031552,3/13/2025,Chennai,Paid
CUST031553,4/8/2025,Bengaluru,Organic
CUST031554,12/7/2024,Hyderabad,Organic
CUST031555,4/22/2025,Bengaluru,Paid
CUST031556,6/27/2025,Hyderabad,Paid
CUST031557,2/23/2025,Mumbai,Organic
CUST031559,1/20/2025,Ahmedabad,Organic
CUST031562,1/30/2025,Delhi,Organic
CUST031563,6/29/2025,Delhi,Organic
CUST031564,3/25/2025,Bengaluru,Referral
CUST031566,2/10/2025,Mumbai,Paid
CUST031568,1/6/2025,Mumbai,Paid
CUST031569,5/25/2025,Hyderabad,Organic
CUST031570,3/17/2025,Kolkata,Paid
CUST031575,3/1/2025,Delhi,Organic
CUST031577,4/16/2025,Chennai,Organic
CUST031580,7/13/2025,Pune,Paid
CUST031582,12/27/2024,Bengaluru,Organic
CUST031584,1/9/2025,Delhi,Organic
CUST031585,1/13/2025,Delhi,Paid
CUST031586,12/8/2024,Bengaluru,Referral
CUST031587,1/5/2025,Delhi,Organic
CUST031592,1/2/2025,Bengaluru,Organic
CUST031593,3/5/2025,Ahmedabad,Organic
CUST031594,7/23/2025,Mumbai,Organic
CUST031595,12/15/2024,Bengaluru,Organic
CUST031597,6/19/2025,Bengaluru,Organic
CUST031600,2/25/2025,Hyderabad,Organic
CUST031602,12/10/2024,Bengaluru,Organic
CUST031603,1/16/2025,Hyderabad,Social
CUST031604,2/17/2025,Ahmedabad,Organic
CUST031605,3/8/2025,Delhi,Organic
CUST031606,4/1/2025,Delhi,Organic
CUST031607,12/29/2024,Mumbai,Referral
CUST031610,12/24/2024,Bengaluru,Organic
CUST031612,3/23/2025,Mumbai,Paid
CUST031614,3/3/2025,Bengaluru,Referral
CUST031615,5/25/2025,Mumbai,Organic
CUST031616,1/27/2025,Mumbai,Organic
CUST031618,12/24/2024,Hyderabad,Organic
CUST031620,2/21/2025,Delhi,Organic
CUST031621,4/13/2025,Chennai,Paid
CUST031622,7/24/2025,Kolkata,Referral
CUST031624,1/11/2025,Pune,Organic
CUST031625,4/17/2025,Bengaluru,Social
CUST031627,9/5/2025,Mumbai,Organic
CUST031633,3/20/2025,Bengaluru,Paid
CUST031634,7/21/2025,Kolkata,Paid
CUST031635,3/10/2025,Bengaluru,Organic
CUST031636,1/29/2025,Mumbai,Paid
CUST031637,12/22/2024,Chennai,Organic
CUST031638,2/7/2025,Bengaluru,Organic
CUST031639,5/23/2025,Kolkata,Referral
CUST031640,2/21/2025,Bengaluru,Paid
CUST031642,2/26/2025,Bengaluru,Referral
CUST031643,2/20/2025,Bengaluru,Organic
CUST031645,12/31/2024,Bengaluru,Organic
CUST031646,5/21/2025,Hyderabad,Paid
CUST031648,6/10/2025,Kolkata,Social
CUST031652,3/21/2025,Bengaluru,Referral
CUST031654,3/24/2025,Bengaluru,Organic
CUST031657,8/22/2025,Chennai,Organic
CUST031659,12/19/2024,Delhi,Paid
CUST031660,9/4/2025,Delhi,Paid
CUST031661,12/5/2024,Mumbai,Referral
CUST031662,7/14/2025,Ahmedabad,Organic
CUST031663,2/21/2025,Bengaluru,Organic
CUST031664,2/3/2025,Kolkata,Organic
CUST031668,3/9/2025,Mumbai,Referral
CUST031669,5/8/2025,Bengaluru,Referral
CUST031670,4/1/2025,Bengaluru,Organic
CUST031671,1/24/2025,Mumbai,Organic
CUST031673,1/29/2025,Bengaluru,Organic
CUST031674,3/21/2025,Hyderabad,Organic
CUST031678,4/1/2025,Pune,Social
CUST031681,7/27/2025,Delhi,Social
CUST031682,2/26/2025,Mumbai,Organic
CUST031684,12/19/2024,Kolkata,Social
CUST031686,3/4/2025,Delhi,Organic
CUST031687,2/20/2025,Hyderabad,Paid
CUST031689,2/2/2025,Kolkata,Organic
CUST031693,4/19/2025,Delhi,Organic
CUST031696,1/10/2025,Delhi,Referral
CUST031699,12/20/2024,Bengaluru,Organic
CUST031700,3/31/2025,Delhi,Organic
CUST031701,1/29/2025,Bengaluru,Paid
CUST031704,3/31/2025,Mumbai,Organic
CUST031705,1/23/2025,Bengaluru,Organic
CUST031706,4/25/2025,Bengaluru,Referral
CUST031708,3/12/2025,Ahmedabad,Referral
CUST031711,1/5/2025,Bengaluru,Referral
CUST031713,7/11/2025,Delhi,Referral
CUST031715,1/17/2025,Delhi,Organic
CUST031717,7/15/2025,Kolkata,Social
CUST031719,3/17/2025,Mumbai,Referral
CUST031722,3/4/2025,Hyderabad,Paid
CUST031725,6/27/2025,Bengaluru,Organic
CUST031726,7/21/2025,Chennai,Paid
CUST031727,1/19/2025,Pune,Organic
CUST031728,4/3/2025,Chennai,Referral
CUST031729,3/9/2025,Pune,Organic
CUST031730,3/17/2025,Delhi,Social
CUST031734,3/15/2025,Bengaluru,Referral
CUST031735,2/6/2025,Delhi,Referral
CUST031737,12/31/2024,Mumbai,Social
CUST031739,3/9/2025,Delhi,Organic
CUST031740,12/6/2024,Bengaluru,Organic
CUST031741,5/29/2025,Bengaluru,Social
CUST031743,5/20/2025,Bengaluru,Organic
CUST031746,8/1/2025,Delhi,Organic
CUST031748,1/5/2025,Bengaluru,Social
CUST031750,12/22/2024,Ahmedabad,Referral
CUST031751,3/15/2025,Delhi,Organic
CUST031752,4/5/2025,Hyderabad,Organic
CUST031753,12/16/2024,Mumbai,Organic
CUST031754,3/6/2025,Hyderabad,Paid
CUST031756,2/5/2025,Mumbai,Paid
CUST031758,12/31/2024,Delhi,Organic
CUST031765,11/27/2024,Kolkata,Organic
CUST031769,3/4/2025,Mumbai,Social
CUST031770,5/30/2025,Kolkata,Organic
CUST031772,5/26/2025,Bengaluru,Paid
CUST031773,4/14/2025,Bengaluru,Paid
CUST031775,2/13/2025,Bengaluru,Paid
CUST031776,5/9/2025,Bengaluru,Referral
CUST031777,12/30/2024,Bengaluru,Organic
CUST031778,8/13/2025,Chennai,Paid
CUST031779,1/23/2025,Bengaluru,Referral
CUST031780,4/18/2025,Delhi,Organic
CUST031781,12/28/2024,Kolkata,Paid
CUST031782,4/24/2025,Hyderabad,Referral
CUST031784,1/16/2025,Chennai,Referral
CUST031785,3/29/2025,Pune,Paid
CUST031786,3/29/2025,Hyderabad,Referral
CUST031787,12/4/2024,Bengaluru,Organic
CUST031791,2/8/2025,Kolkata,Paid
CUST031793,1/10/2025,Mumbai,Referral
CUST031795,5/29/2025,Ahmedabad,Organic
CUST031798,1/4/2025,Bengaluru,Referral
CUST031799,4/24/2025,Bengaluru,Organic
CUST031802,4/27/2025,Bengaluru,Organic
CUST031804,12/24/2024,Kolkata,Organic
CUST031810,1/11/2025,Mumbai,Social
CUST031811,3/17/2025,Kolkata,Referral
CUST031813,1/27/2025,Mumbai,Paid
CUST031815,12/24/2024,Delhi,Organic
CUST031818,5/9/2025,Pune,Referral
CUST031822,3/7/2025,Bengaluru,Organic
CUST031823,3/20/2025,Ahmedabad,Organic
CUST031824,1/15/2025,Bengaluru,Paid
CUST031825,11/29/2024,Kolkata,Paid
CUST031827,2/25/2025,Bengaluru,Organic
CUST031828,4/11/2025,Ahmedabad,Organic
CUST031829,3/23/2025,Kolkata,Organic
CUST031830,6/11/2025,Mumbai,Social
CUST031835,8/6/2025,Pune,Paid
CUST031836,1/7/2025,Bengaluru,Organic
CUST031838,4/14/2025,Hyderabad,Organic
CUST031839,4/1/2025,Bengaluru,Organic
CUST031840,3/1/2025,Bengaluru,Organic
CUST031841,5/12/2025,Chennai,Organic
CUST031842,2/8/2025,Delhi,Paid
CUST031843,12/26/2024,Mumbai,Paid
CUST031844,4/6/2025,Hyderabad,Organic
CUST031845,1/13/2025,Mumbai,Organic
CUST031846,1/19/2025,Delhi,Organic
CUST031847,1/12/2025,Delhi,Referral
CUST031848,1/11/2025,Kolkata,Organic
CUST031849,12/7/2024,Chennai,Organic
CUST031851,3/4/2025,Hyderabad,Organic
CUST031852,2/6/2025,Hyderabad,Organic
CUST031853,3/17/2025,Chennai,Paid
CUST031856,1/25/2025,Kolkata,Referral
CUST031858,1/21/2025,Ahmedabad,Social
CUST031859,2/19/2025,Pune,Organic
CUST031861,4/24/2025,Delhi,Referral
CUST031863,12/21/2024,Ahmedabad,Organic
CUST031865,2/1/2025,Chennai,Organic
CUST031867,4/1/2025,Bengaluru,Social
CUST031868,3/1/2025,Chennai,Organic
CUST031870,2/22/2025,Hyderabad,Referral
CUST031874,7/29/2025,Chennai,Paid
CUST031877,3/5/2025,Kolkata,Organic
CUST031878,4/12/2025,Mumbai,Organic
CUST031879,12/26/2024,Bengaluru,Paid
CUST031880,4/7/2025,Pune,Referral
CUST031881,1/14/2025,Delhi,Organic
CUST031885,2/26/2025,Bengaluru,Referral
CUST031887,1/6/2025,Bengaluru,Social
CUST031888,1/18/2025,Chennai,Referral
CUST031889,1/13/2025,Mumbai,Organic
CUST031890,1/24/2025,Mumbai,Referral
CUST031891,5/11/2025,Chennai,Paid
CUST031894,2/4/2025,Mumbai,Organic
CUST031895,1/8/2025,Hyderabad,Organic
CUST031897,12/15/2024,Kolkata,Referral
CUST031899,2/25/2025,Delhi,Paid
CUST031901,5/11/2025,Hyderabad,Organic
CUST031903,3/27/2025,Mumbai,Organic
CUST031904,1/18/2025,Pune,Social
CUST031906,1/17/2025,Bengaluru,Social
CUST031907,2/18/2025,Kolkata,Referral
CUST031908,5/28/2025,Hyderabad,Referral
CUST031909,2/12/2025,Mumbai,Paid
CUST031915,2/14/2025,Kolkata,Organic
CUST031916,1/1/2025,Chennai,Paid
CUST031918,5/28/2025,Chennai,Social
CUST031920,2/7/2025,Ahmedabad,Organic
CUST031923,3/29/2025,Delhi,Organic
CUST031927,2/27/2025,Mumbai,Referral
CUST031930,4/7/2025,Delhi,Organic
CUST031932,4/17/2025,Ahmedabad,Referral
CUST031935,3/1/2025,Chennai,Organic
CUST031936,3/17/2025,Delhi,Organic
CUST031938,11/10/2024,Kolkata,Organic
CUST031939,2/17/2025,Bengaluru,Organic
CUST031942,2/16/2025,Hyderabad,Referral
CUST031943,2/13/2025,Ahmedabad,Paid
CUST031944,4/8/2025,Delhi,Organic
CUST031946,12/11/2024,Delhi,Referral
CUST031948,4/17/2025,Ahmedabad,Organic
CUST031950,5/1/2025,Bengaluru,Organic
CUST031952,2/21/2025,Pune,Paid
CUST031956,2/4/2025,Delhi,Referral
CUST031958,8/4/2025,Mumbai,Paid
CUST031959,4/27/2025,Hyderabad,Social
CUST031960,12/29/2024,Mumbai,Paid
CUST031961,1/20/2025,Kolkata,Social
CUST031962,4/18/2025,Bengaluru,Referral
CUST031965,12/8/2024,Ahmedabad,Organic
CUST031968,5/22/2025,Bengaluru,Organic
CUST031969,2/13/2025,Bengaluru,Organic
CUST031972,1/12/2025,Bengaluru,Paid
CUST031974,2/6/2025,Hyderabad,Organic
CUST031979,1/10/2025,Delhi,Organic
CUST031980,6/21/2025,Pune,Paid
CUST031982,3/1/2025,Bengaluru,Organic
CUST031983,8/23/2025,Pune,Paid
CUST031987,12/26/2024,Bengaluru,Paid
CUST031990,6/12/2025,Bengaluru,Social
CUST031992,2/15/2025,Mumbai,Referral
CUST031993,3/12/2025,Hyderabad,Social
CUST031995,2/20/2025,Bengaluru,Paid
CUST031996,12/21/2024,Hyderabad,Social
CUST031999,3/24/2025,Bengaluru,Organic
CUST032003,3/21/2025,Chennai,Organic
CUST032004,4/2/2025,Pune,Paid
CUST032006,7/14/2025,Bengaluru,Paid
CUST032008,3/7/2025,Bengaluru,Paid
CUST032010,2/1/2025,Delhi,Referral
CUST032012,1/19/2025,Chennai,Organic
CUST032014,2/15/2025,Delhi,Organic
CUST032016,8/1/2025,Bengaluru,Paid
CUST032017,4/14/2025,Delhi,Organic
CUST032018,5/8/2025,Mumbai,Organic
CUST032019,4/9/2025,Bengaluru,Organic
CUST032020,1/16/2025,Pune,Social
CUST032021,12/20/2024,Delhi,Paid
CUST032022,4/3/2025,Mumbai,Organic
CUST032023,3/22/2025,Ahmedabad,Organic
CUST032025,2/4/2025,Mumbai,Organic
CUST032027,8/7/2025,Delhi,Referral
CUST032028,2/23/2025,Bengaluru,Organic
CUST032032,1/19/2025,Hyderabad,Paid
CUST032034,1/1/2025,Hyderabad,Organic
CUST032035,1/22/2025,Ahmedabad,Referral
CUST032037,4/2/2025,Pune,Organic
CUST032040,5/8/2025,Hyderabad,Organic
CUST032043,12/11/2024,Kolkata,Organic
CUST032044,12/27/2024,Mumbai,Paid
CUST032048,7/9/2025,Hyderabad,Paid
CUST032049,4/30/2025,Hyderabad,Organic
CUST032051,1/1/2025,Bengaluru,Organic
CUST032053,12/12/2024,Delhi,Paid
CUST032055,3/3/2025,Pune,Organic
CUST032056,1/26/2025,Chennai,Organic
CUST032058,3/20/2025,Delhi,Paid
CUST032060,3/23/2025,Pune,Referral
CUST032064,5/19/2025,Ahmedabad,Organic
CUST032069,2/24/2025,Mumbai,Organic
CUST032070,7/15/2025,Chennai,Paid
CUST032071,7/13/2025,Bengaluru,Referral
CUST032073,4/2/2025,Chennai,Organic
CUST032074,11/26/2024,Bengaluru,Referral
CUST032075,1/3/2025,Hyderabad,Organic
CUST032076,4/3/2025,Pune,Organic
CUST032078,5/5/2025,Pune,Organic
CUST032079,3/6/2025,Mumbai,Organic
CUST032081,1/31/2025,Bengaluru,Organic
CUST032082,5/26/2025,Chennai,Organic
CUST032083,3/10/2025,Pune,Organic
CUST032084,7/8/2025,Hyderabad,Paid
CUST032087,1/31/2025,Bengaluru,Referral
CUST032088,2/5/2025,Ahmedabad,Paid
CUST032089,1/20/2025,Delhi,Referral
CUST032090,2/2/2025,Mumbai,Organic
CUST032092,3/27/2025,Delhi,Social
CUST032094,11/22/2024,Bengaluru,Organic
CUST032095,8/5/2025,Bengaluru,Paid
CUST032097,12/16/2024,Mumbai,Organic
CUST032100,4/9/2025,Hyderabad,Organic
CUST032103,11/12/2024,Bengaluru,Organic
CUST032105,3/15/2025,Delhi,Organic
CUST032106,3/1/2025,Bengaluru,Paid
CUST032108,1/5/2025,Bengaluru,Paid
CUST032109,12/13/2024,Bengaluru,Referral
CUST032113,3/20/2025,Pune,Paid
CUST032114,3/13/2025,Chennai,Organic
CUST032115,12/24/2024,Chennai,Paid
CUST032117,3/27/2025,Chennai,Organic
CUST032118,5/30/2025,Pune,Social
CUST032119,2/24/2025,Bengaluru,Organic
CUST032120,12/6/2024,Hyderabad,Paid
CUST032121,4/23/2025,Mumbai,Paid
CUST032122,12/10/2024,Bengaluru,Organic
CUST032123,11/30/2024,Mumbai,Organic
CUST032124,1/16/2025,Hyderabad,Organic
CUST032125,12/29/2024,Mumbai,Referral
CUST032126,4/26/2025,Chennai,Referral
CUST032129,3/18/2025,Delhi,Organic
CUST032130,2/19/2025,Ahmedabad,Organic
CUST032131,4/10/2025,Bengaluru,Organic
CUST032135,2/25/2025,Delhi,Organic
CUST032136,7/6/2025,Hyderabad,Paid
CUST032138,12/9/2024,Delhi,Paid
CUST032139,6/18/2025,Delhi,Organic
CUST032140,2/16/2025,Kolkata,Paid
CUST032147,5/21/2025,Bengaluru,Organic
CUST032151,3/13/2025,Mumbai,Social
CUST032152,1/7/2025,Mumbai,Organic
CUST032153,6/7/2025,Delhi,Paid
CUST032155,5/16/2025,Bengaluru,Paid
CUST032156,2/18/2025,Pune,Organic
CUST032157,1/22/2025,Pune,Social
CUST032159,1/8/2025,Chennai,Social
CUST032163,7/28/2025,Kolkata,Organic
CUST032164,8/5/2025,Bengaluru,Social
CUST032165,12/19/2024,Bengaluru,Referral
CUST032168,11/16/2024,Pune,Organic
CUST032169,1/10/2025,Mumbai,Organic
CUST032172,12/12/2024,Bengaluru,Organic
CUST032174,7/17/2025,Delhi,Organic
CUST032175,11/13/2024,Mumbai,Organic
CUST032176,1/24/2025,Mumbai,Organic
CUST032177,8/2/2025,Bengaluru,Paid
CUST032182,2/22/2025,Mumbai,Paid
CUST032183,4/16/2025,Mumbai,Referral
CUST032185,2/12/2025,Chennai,Paid
CUST032188,1/29/2025,Kolkata,Organic
CUST032189,12/24/2024,Bengaluru,Paid
CUST032190,12/13/2024,Bengaluru,Organic
CUST032191,12/3/2024,Ahmedabad,Referral
CUST032192,3/24/2025,Pune,Paid
CUST032193,12/13/2024,Kolkata,Paid
CUST032195,3/18/2025,Bengaluru,Organic
CUST032198,7/27/2025,Chennai,Paid
CUST032203,7/11/2025,Bengaluru,Paid
CUST032204,12/27/2024,Hyderabad,Organic
CUST032206,3/20/2025,Chennai,Organic
CUST032207,3/21/2025,Bengaluru,Referral
CUST032209,12/9/2024,Kolkata,Social
CUST032211,8/23/2025,Ahmedabad,Paid
CUST032212,12/26/2024,Delhi,Paid
CUST032213,1/22/2025,Delhi,Paid
CUST032214,5/19/2025,Bengaluru,Organic
CUST032215,3/23/2025,Delhi,Social
CUST032217,12/24/2024,Hyderabad,Paid
CUST032218,1/13/2025,Delhi,Referral
CUST032219,1/15/2025,Bengaluru,Social
CUST032222,3/20/2025,Mumbai,Paid
CUST032223,1/5/2025,Bengaluru,Organic
CUST032225,1/16/2025,Mumbai,Organic
CUST032228,2/19/2025,Bengaluru,Organic
CUST032229,1/30/2025,Kolkata,Organic
CUST032232,12/3/2024,Hyderabad,Organic
CUST032233,4/10/2025,Pune,Social
CUST032235,2/4/2025,Mumbai,Organic
CUST032236,1/8/2025,Delhi,Organic
CUST032237,3/26/2025,Bengaluru,Organic
CUST032241,5/9/2025,Bengaluru,Organic
CUST032243,11/16/2024,Delhi,Referral
CUST032247,4/1/2025,Bengaluru,Social
CUST032250,1/21/2025,Bengaluru,Organic
CUST032251,8/12/2025,Bengaluru,Referral
CUST032252,4/1/2025,Chennai,Referral
CUST032255,2/18/2025,Mumbai,Organic
CUST032257,1/14/2025,Chennai,Organic
CUST032258,12/5/2024,Bengaluru,Organic
CUST032260,12/24/2024,Hyderabad,Paid
CUST032262,1/2/2025,Hyderabad,Organic
CUST032263,4/2/2025,Mumbai,Organic
CUST032264,4/14/2025,Pune,Referral
CUST032265,12/7/2024,Mumbai,Referral
CUST032269,5/31/2025,Pune,Social
CUST032270,1/17/2025,Bengaluru,Organic
CUST032273,11/14/2024,Hyderabad,Organic
CUST032274,3/16/2025,Delhi,Organic
CUST032275,4/23/2025,Mumbai,Organic
CUST032276,2/21/2025,Bengaluru,Organic
CUST032277,8/2/2025,Delhi,Organic
CUST032278,1/31/2025,Bengaluru,Organic
CUST032281,3/3/2025,Hyderabad,Organic
CUST032284,7/1/2025,Ahmedabad,Organic
CUST032286,8/18/2025,Kolkata,Paid
CUST032287,3/8/2025,Delhi,Organic
CUST032288,2/25/2025,Pune,Organic
CUST032289,11/23/2024,Mumbai,Referral
CUST032290,3/22/2025,Mumbai,Referral
CUST032291,4/22/2025,Bengaluru,Paid
CUST032293,6/2/2025,Mumbai,Paid
CUST032294,1/29/2025,Pune,Organic
CUST032295,1/27/2025,Chennai,Social
CUST032296,3/25/2025,Kolkata,Organic
CUST032300,1/2/2025,Mumbai,Referral
CUST032301,1/30/2025,Ahmedabad,Social
CUST032302,3/26/2025,Pune,Organic
CUST032303,2/8/2025,Mumbai,Organic
CUST032306,1/28/2025,Delhi,Organic
CUST032310,7/21/2025,Delhi,Organic
CUST032312,7/11/2025,Mumbai,Paid
CUST032314,2/4/2025,Bengaluru,Referral
CUST032316,2/25/2025,Hyderabad,Social
CUST032319,2/18/2025,Chennai,Social
CUST032321,2/7/2025,Kolkata,Referral
CUST032322,7/18/2025,Chennai,Referral
CUST032323,4/17/2025,Bengaluru,Organic
CUST032326,11/24/2024,Mumbai,Paid
CUST032331,3/24/2025,Mumbai,Referral
CUST032333,3/12/2025,Bengaluru,Referral
CUST032334,1/4/2025,Bengaluru,Referral
CUST032335,4/30/2025,Hyderabad,Organic
CUST032337,12/14/2024,Bengaluru,Paid
CUST032338,1/19/2025,Bengaluru,Organic
CUST032339,3/25/2025,Kolkata,Organic
CUST032340,4/13/2025,Kolkata,Paid
CUST032341,3/10/2025,Delhi,Organic
CUST032342,5/4/2025,Chennai,Referral
CUST032343,5/5/2025,Bengaluru,Organic
CUST032344,12/19/2024,Chennai,Paid
CUST032349,1/10/2025,Chennai,Organic
CUST032351,1/19/2025,Bengaluru,Organic
CUST032353,4/13/2025,Bengaluru,Paid
CUST032354,11/22/2024,Mumbai,Paid
CUST032355,12/8/2024,Ahmedabad,Referral
CUST032356,12/17/2024,Kolkata,Organic
CUST032357,8/6/2025,Pune,Organic
CUST032359,12/31/2024,Delhi,Social
CUST032361,3/4/2025,Mumbai,Paid
CUST032362,5/8/2025,Bengaluru,Organic
CUST032364,11/29/2024,Mumbai,Organic
CUST032365,1/5/2025,Bengaluru,Organic
CUST032367,5/21/2025,Hyderabad,Organic
CUST032371,12/18/2024,Bengaluru,Paid
CUST032373,3/26/2025,Bengaluru,Paid
CUST032374,4/2/2025,Hyderabad,Organic
CUST032376,12/22/2024,Bengaluru,Paid
CUST032377,4/9/2025,Kolkata,Organic
CUST032379,1/14/2025,Delhi,Organic
CUST032381,12/1/2024,Ahmedabad,Organic
CUST032386,1/24/2025,Mumbai,Organic
CUST032387,12/31/2024,Chennai,Social
CUST032388,1/26/2025,Bengaluru,Referral
CUST032390,6/2/2025,Mumbai,Paid
CUST032392,5/5/2025,Delhi,Social
CUST032394,3/28/2025,Hyderabad,Referral
CUST032397,4/6/2025,Chennai,Organic
CUST032400,3/8/2025,Kolkata,Social
CUST032402,3/10/2025,Hyderabad,Organic
CUST032403,1/22/2025,Mumbai,Referral
CUST032407,1/1/2025,Chennai,Organic
CUST032412,5/6/2025,Mumbai,Organic
CUST032413,1/5/2025,Delhi,Organic
CUST032414,4/6/2025,Mumbai,Referral
CUST032415,3/3/2025,Bengaluru,Paid
CUST032416,1/27/2025,Mumbai,Referral
CUST032417,12/25/2024,Pune,Paid
CUST032418,3/12/2025,Bengaluru,Organic
CUST032419,2/1/2025,Bengaluru,Referral
CUST032420,12/25/2024,Pune,Paid
CUST032421,2/15/2025,Mumbai,Organic
CUST032422,1/9/2025,Chennai,Referral
CUST032423,2/21/2025,Mumbai,Organic
CUST032425,12/31/2024,Ahmedabad,Organic
CUST032429,1/24/2025,Hyderabad,Referral
CUST032430,12/3/2024,Hyderabad,Social
CUST032432,12/27/2024,Chennai,Organic
CUST032433,6/16/2025,Hyderabad,Organic
CUST032434,3/13/2025,Bengaluru,Referral
CUST032436,1/16/2025,Bengaluru,Organic
CUST032439,2/7/2025,Bengaluru,Paid
CUST032441,2/28/2025,Kolkata,Referral
CUST032442,2/20/2025,Hyderabad,Paid
CUST032443,3/28/2025,Bengaluru,Paid
CUST032444,3/1/2025,Mumbai,Organic
CUST032446,2/26/2025,Bengaluru,Referral
CUST032448,3/7/2025,Pune,Organic
CUST032450,2/3/2025,Mumbai,Organic
CUST032451,1/21/2025,Bengaluru,Paid
CUST032454,3/28/2025,Mumbai,Paid
CUST032456,12/26/2024,Delhi,Organic
CUST032457,12/19/2024,Pune,Organic
CUST032458,1/28/2025,Mumbai,Organic
CUST032460,1/19/2025,Chennai,Organic
CUST032461,5/5/2025,Hyderabad,Paid
CUST032464,3/3/2025,Bengaluru,Referral
CUST032465,1/19/2025,Bengaluru,Referral
CUST032466,1/10/2025,Mumbai,Paid
CUST032467,2/12/2025,Delhi,Paid
CUST032468,3/6/2025,Bengaluru,Social
CUST032470,1/18/2025,Ahmedabad,Organic
CUST032471,3/21/2025,Bengaluru,Paid
CUST032473,8/9/2025,Mumbai,Organic
